oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.05,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
WFO,0.05,KNN,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
WFO,0.05,LR,0.762,0.033,0.571,0.235,0.063,0.668,0.654,0.346
WFO,0.05,DT,0.972,0.267,0.571,0.022,0.364,0.775,0.721,0.303
WFO,0.05,RF,0.988,1.0,0.143,0.0,0.25,0.571,0.25,0.606
WFO,0.05,LightGBM,0.97,0.25,0.571,0.024,0.348,0.774,0.721,0.304
WFO,0.05,Adaboost,0.976,0.222,0.286,0.014,0.25,0.636,0.443,0.505
WFO,0.05,GBDT,0.966,0.222,0.571,0.028,0.32,0.772,0.72,0.304
WFO2,0.11,SVM,0.626,0.016,0.429,0.371,0.031,0.529,0.51,0.482
WFO2,0.11,KNN,0.764,0.034,0.571,0.233,0.063,0.669,0.655,0.345
WFO2,0.11,LR,0.664,0.024,0.571,0.335,0.045,0.618,0.615,0.385
WFO2,0.11,DT,0.972,0.267,0.571,0.022,0.364,0.775,0.721,0.303
WFO2,0.11,RF,0.98,0.333,0.429,0.012,0.375,0.708,0.598,0.404
WFO2,0.11,LightGBM,0.98,0.286,0.286,0.01,0.286,0.638,0.443,0.505
WFO2,0.11,Adaboost,0.974,0.2,0.286,0.016,0.235,0.635,0.443,0.505
WFO2,0.11,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
