oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.03,DT,0.958,0.0,0.0,0.028,0.0,0.486,0.0,0.707
SVMSMOTE,0.03,RF,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
SVMSMOTE,0.03,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SVMSMOTE,0.03,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SVMSMOTE,0.03,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
SMOTUNED,47.06,SVM,0.718,0.007,0.143,0.274,0.014,0.435,0.239,0.636
SMOTUNED,49.75,KNN,0.942,0.0,0.0,0.045,0.0,0.478,0.0,0.708
SMOTUNED,435.08,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
SMOTUNED,48.43,DT,0.92,0.098,0.571,0.075,0.167,0.748,0.706,0.308
SMOTUNED,183.25,RF,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
SMOTUNED,75.89,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,180.31,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SMOTUNED,182.43,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
DAZZLE,162.48425388336182,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,162.48425388336182,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,162.48425388336182,LR,0.988,1.0,0.143,0.0,0.25,0.571,0.25,0.606
DAZZLE,162.48425388336182,DT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
DAZZLE,162.48425388336182,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,162.48425388336182,LightGBM,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
DAZZLE,162.48425388336182,Adaboost,0.972,0.0,0.0,0.014,0.0,0.493,0.0,0.707
DAZZLE,162.48425388336182,GBDT,0.972,0.0,0.0,0.014,0.0,0.493,0.0,0.707
WGAN,3.19,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.19,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.19,LR,0.014,0.014,1.0,1.0,0.028,0.5,0.0,0.707
WGAN,3.19,DT,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
WGAN,3.19,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.19,LightGBM,0.98,0.286,0.286,0.01,0.286,0.638,0.443,0.505
WGAN,3.19,Adaboost,0.032,0.014,1.0,0.982,0.028,0.509,0.036,0.694
WGAN,3.19,GBDT,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
RP,0.38935303688049316,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
RP,0.38935303688049316,KNN,0.952,0.0,0.0,0.034,0.0,0.483,0.0,0.708
RP,0.38935303688049316,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
RP,0.38935303688049316,DT,0.944,0.138,0.571,0.051,0.222,0.76,0.713,0.305
RP,0.38935303688049316,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.38935303688049316,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
RP,0.38935303688049316,Adaboost,0.974,0.2,0.286,0.016,0.235,0.635,0.443,0.505
RP,0.38935303688049316,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
Howso,92.24007892608643,SVM,0.588,0.015,0.429,0.41,0.028,0.509,0.497,0.497
Howso,92.24007892608643,KNN,0.824,0.012,0.143,0.166,0.022,0.488,0.244,0.617
Howso,92.24007892608643,LR,0.776,0.027,0.429,0.219,0.051,0.605,0.553,0.433
Howso,92.24007892608643,DT,0.572,0.023,0.714,0.43,0.045,0.642,0.634,0.365
Howso,92.24007892608643,RF,0.752,0.039,0.714,0.247,0.075,0.733,0.733,0.267
Howso,92.24007892608643,LightGBM,0.754,0.04,0.714,0.245,0.075,0.734,0.734,0.266
Howso,92.24007892608643,Adaboost,0.784,0.028,0.429,0.211,0.053,0.609,0.555,0.431
Howso,92.24007892608643,GBDT,0.776,0.043,0.714,0.223,0.082,0.746,0.744,0.256
DS,0.4017360210418701,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.4017360210418701,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.4017360210418701,LR,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DS,0.4017360210418701,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
DS,0.4017360210418701,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.4017360210418701,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DS,0.4017360210418701,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DS,0.4017360210418701,GBDT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GC,6.286722183227539,SVM,0.946,0.045,0.143,0.043,0.069,0.55,0.249,0.607
SDV_GC,6.286722183227539,KNN,0.956,0.0,0.0,0.03,0.0,0.485,0.0,0.707
SDV_GC,6.286722183227539,LR,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,6.286722183227539,DT,0.962,0.071,0.143,0.026,0.095,0.558,0.249,0.606
SDV_GC,6.286722183227539,RF,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
SDV_GC,6.286722183227539,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
SDV_GC,6.286722183227539,Adaboost,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
SDV_GC,6.286722183227539,GBDT,0.972,0.111,0.143,0.016,0.125,0.563,0.249,0.606
SDV_GAN,26.65561008453369,SVM,0.936,0.037,0.143,0.053,0.059,0.545,0.248,0.607
SDV_GAN,26.65561008453369,KNN,0.97,0.0,0.0,0.016,0.0,0.492,0.0,0.707
SDV_GAN,26.65561008453369,LR,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GAN,26.65561008453369,DT,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
SDV_GAN,26.65561008453369,RF,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GAN,26.65561008453369,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SDV_GAN,26.65561008453369,Adaboost,0.966,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SDV_GAN,26.65561008453369,GBDT,0.968,0.091,0.143,0.02,0.111,0.561,0.249,0.606
