oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.03,DT,0.958,0.0,0.0,0.028,0.0,0.486,0.0,0.707
SVMSMOTE,0.03,RF,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
SVMSMOTE,0.03,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SVMSMOTE,0.03,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SVMSMOTE,0.03,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
SMOTUNED,46.73,SVM,0.718,0.007,0.143,0.274,0.014,0.435,0.239,0.636
SMOTUNED,48.5,KNN,0.942,0.0,0.0,0.045,0.0,0.478,0.0,0.708
SMOTUNED,431.61,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
SMOTUNED,48.35,DT,0.92,0.098,0.571,0.075,0.167,0.748,0.706,0.308
SMOTUNED,182.71,RF,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
SMOTUNED,79.03,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,179.34,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SMOTUNED,182.54,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
DAZZLE,336.18651127815247,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,336.18651127815247,KNN,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
DAZZLE,336.18651127815247,LR,0.912,0.026,0.143,0.077,0.043,0.533,0.247,0.609
DAZZLE,336.18651127815247,DT,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DAZZLE,336.18651127815247,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,336.18651127815247,LightGBM,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
DAZZLE,336.18651127815247,Adaboost,0.978,0.25,0.286,0.012,0.267,0.637,0.443,0.505
DAZZLE,336.18651127815247,GBDT,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
WGAN,2.95,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.95,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.95,LR,0.014,0.014,1.0,1.0,0.028,0.5,0.0,0.707
WGAN,2.95,DT,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
WGAN,2.95,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.95,LightGBM,0.984,0.4,0.286,0.006,0.333,0.64,0.444,0.505
WGAN,2.95,Adaboost,0.032,0.014,1.0,0.982,0.028,0.509,0.036,0.694
WGAN,2.95,GBDT,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
RP,0.388439416885376,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
RP,0.388439416885376,KNN,0.952,0.0,0.0,0.034,0.0,0.483,0.0,0.708
RP,0.388439416885376,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
RP,0.388439416885376,DT,0.958,0.182,0.571,0.037,0.276,0.767,0.717,0.304
RP,0.388439416885376,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.388439416885376,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
RP,0.388439416885376,Adaboost,0.974,0.2,0.286,0.016,0.235,0.635,0.443,0.505
RP,0.388439416885376,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
Howso,92.25323462486267,SVM,0.588,0.015,0.429,0.41,0.028,0.509,0.497,0.497
Howso,92.25323462486267,KNN,0.81,0.022,0.286,0.183,0.04,0.552,0.423,0.521
Howso,92.25323462486267,LR,0.738,0.023,0.429,0.258,0.044,0.585,0.543,0.443
Howso,92.25323462486267,DT,0.614,0.005,0.143,0.379,0.01,0.382,0.232,0.663
Howso,92.25323462486267,RF,0.65,0.017,0.429,0.347,0.033,0.541,0.518,0.473
Howso,92.25323462486267,LightGBM,0.738,0.023,0.429,0.258,0.044,0.585,0.543,0.443
Howso,92.25323462486267,Adaboost,0.856,0.015,0.143,0.134,0.027,0.504,0.245,0.613
Howso,92.25323462486267,GBDT,0.774,0.018,0.286,0.219,0.034,0.533,0.418,0.528
DS,0.40017175674438477,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.40017175674438477,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.40017175674438477,LR,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DS,0.40017175674438477,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
DS,0.40017175674438477,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.40017175674438477,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DS,0.40017175674438477,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DS,0.40017175674438477,GBDT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GC,6.299392938613892,SVM,0.946,0.045,0.143,0.043,0.069,0.55,0.249,0.607
SDV_GC,6.299392938613892,KNN,0.956,0.0,0.0,0.03,0.0,0.485,0.0,0.707
SDV_GC,6.299392938613892,LR,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,6.299392938613892,DT,0.962,0.071,0.143,0.026,0.095,0.558,0.249,0.606
SDV_GC,6.299392938613892,RF,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
SDV_GC,6.299392938613892,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
SDV_GC,6.299392938613892,Adaboost,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
SDV_GC,6.299392938613892,GBDT,0.972,0.111,0.143,0.016,0.125,0.563,0.249,0.606
SDV_GAN,26.74469542503357,SVM,0.918,0.028,0.143,0.071,0.047,0.536,0.248,0.608
SDV_GAN,26.74469542503357,KNN,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
SDV_GAN,26.74469542503357,LR,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
SDV_GAN,26.74469542503357,DT,0.96,0.067,0.143,0.028,0.091,0.557,0.249,0.606
SDV_GAN,26.74469542503357,RF,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
SDV_GAN,26.74469542503357,LightGBM,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GAN,26.74469542503357,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SDV_GAN,26.74469542503357,GBDT,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
