oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
WFO,0.05,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
WFO,0.05,KNN,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
WFO,0.05,LR,0.762,0.033,0.571,0.235,0.063,0.668,0.654,0.346
WFO,0.05,DT,0.972,0.267,0.571,0.022,0.364,0.775,0.721,0.303
WFO,0.05,RF,0.988,1.0,0.143,0.0,0.25,0.571,0.25,0.606
WFO,0.05,LightGBM,0.97,0.25,0.571,0.024,0.348,0.774,0.721,0.304
WFO,0.05,Adaboost,0.976,0.222,0.286,0.014,0.25,0.636,0.443,0.505
WFO,0.05,GBDT,0.966,0.222,0.571,0.028,0.32,0.772,0.72,0.304
WFO2,0.12,SVM,0.63,0.016,0.429,0.367,0.031,0.531,0.511,0.48
WFO2,0.12,KNN,0.764,0.026,0.429,0.231,0.048,0.599,0.55,0.436
WFO2,0.12,LR,0.646,0.022,0.571,0.353,0.043,0.609,0.607,0.393
WFO2,0.12,DT,0.96,0.19,0.571,0.034,0.286,0.768,0.718,0.304
WFO2,0.12,RF,0.976,0.273,0.429,0.016,0.333,0.706,0.597,0.404
WFO2,0.12,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
WFO2,0.12,Adaboost,0.968,0.091,0.143,0.02,0.111,0.561,0.249,0.606
WFO2,0.12,GBDT,0.978,0.25,0.286,0.012,0.267,0.637,0.443,0.505
