oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.03,DT,0.958,0.0,0.0,0.028,0.0,0.486,0.0,0.707
SVMSMOTE,0.03,RF,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
SVMSMOTE,0.03,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SVMSMOTE,0.03,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SVMSMOTE,0.03,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
SMOTUNED,46.71,SVM,0.718,0.007,0.143,0.274,0.014,0.435,0.239,0.636
SMOTUNED,49.66,KNN,0.942,0.0,0.0,0.045,0.0,0.478,0.0,0.708
SMOTUNED,431.8,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
SMOTUNED,48.25,DT,0.92,0.098,0.571,0.075,0.167,0.748,0.706,0.308
SMOTUNED,183.43,RF,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
SMOTUNED,75.71,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,179.05,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SMOTUNED,183.04,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
DAZZLE,208.29502964019775,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,208.29502964019775,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,208.29502964019775,LR,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DAZZLE,208.29502964019775,DT,0.962,0.071,0.143,0.026,0.095,0.558,0.249,0.606
DAZZLE,208.29502964019775,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,208.29502964019775,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DAZZLE,208.29502964019775,Adaboost,0.976,0.0,0.0,0.01,0.0,0.495,0.0,0.707
DAZZLE,208.29502964019775,GBDT,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
WGAN,2.96,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.96,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.96,LR,0.014,0.014,1.0,1.0,0.028,0.5,0.0,0.707
WGAN,2.96,DT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.96,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,2.96,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
WGAN,2.96,Adaboost,0.042,0.014,1.0,0.972,0.028,0.514,0.055,0.687
WGAN,2.96,GBDT,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
RP,0.39118432998657227,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
RP,0.39118432998657227,KNN,0.952,0.0,0.0,0.034,0.0,0.483,0.0,0.708
RP,0.39118432998657227,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
RP,0.39118432998657227,DT,0.958,0.182,0.571,0.037,0.276,0.767,0.717,0.304
RP,0.39118432998657227,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.39118432998657227,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
RP,0.39118432998657227,Adaboost,0.974,0.2,0.286,0.016,0.235,0.635,0.443,0.505
RP,0.39118432998657227,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
Howso,92.16583514213562,SVM,0.486,0.016,0.571,0.515,0.03,0.528,0.525,0.474
Howso,92.16583514213562,KNN,0.798,0.01,0.143,0.193,0.019,0.475,0.243,0.621
Howso,92.16583514213562,LR,0.338,0.015,0.714,0.667,0.029,0.523,0.454,0.513
Howso,92.16583514213562,DT,0.672,0.024,0.571,0.327,0.047,0.622,0.618,0.381
Howso,92.16583514213562,RF,0.68,0.025,0.571,0.318,0.048,0.626,0.622,0.378
Howso,92.16583514213562,LightGBM,0.582,0.019,0.571,0.418,0.037,0.577,0.577,0.423
Howso,92.16583514213562,Adaboost,0.414,0.017,0.714,0.59,0.033,0.562,0.521,0.464
Howso,92.16583514213562,GBDT,0.574,0.023,0.714,0.428,0.045,0.643,0.635,0.364
DS,0.399428129196167,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.399428129196167,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.399428129196167,LR,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DS,0.399428129196167,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
DS,0.399428129196167,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.399428129196167,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DS,0.399428129196167,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DS,0.399428129196167,GBDT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GC,6.282733917236328,SVM,0.946,0.045,0.143,0.043,0.069,0.55,0.249,0.607
SDV_GC,6.282733917236328,KNN,0.956,0.0,0.0,0.03,0.0,0.485,0.0,0.707
SDV_GC,6.282733917236328,LR,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,6.282733917236328,DT,0.962,0.071,0.143,0.026,0.095,0.558,0.249,0.606
SDV_GC,6.282733917236328,RF,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
SDV_GC,6.282733917236328,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
SDV_GC,6.282733917236328,Adaboost,0.96,0.0,0.0,0.026,0.0,0.487,0.0,0.707
SDV_GC,6.282733917236328,GBDT,0.972,0.111,0.143,0.016,0.125,0.563,0.249,0.606
SDV_GAN,26.170584678649902,SVM,0.93,0.033,0.143,0.059,0.054,0.542,0.248,0.608
SDV_GAN,26.170584678649902,KNN,0.972,0.0,0.0,0.014,0.0,0.493,0.0,0.707
SDV_GAN,26.170584678649902,LR,0.988,1.0,0.143,0.0,0.25,0.571,0.25,0.606
SDV_GAN,26.170584678649902,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
SDV_GAN,26.170584678649902,RF,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GAN,26.170584678649902,LightGBM,0.982,0.25,0.143,0.006,0.182,0.568,0.25,0.606
SDV_GAN,26.170584678649902,Adaboost,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SDV_GAN,26.170584678649902,GBDT,0.97,0.167,0.286,0.02,0.211,0.633,0.442,0.505
