oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,SVM,0.85,0.033,0.4,0.145,0.061,0.628,0.545,0.436
Random,0.0,KNN,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
Random,0.0,LR,0.83,0.029,0.4,0.165,0.054,0.618,0.541,0.44
Random,0.0,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
Random,0.0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,Adaboost,0.964,0.083,0.2,0.027,0.118,0.586,0.332,0.566
Random,0.0,GBDT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SMOTE,0.0,SVM,0.825,0.028,0.4,0.17,0.053,0.615,0.54,0.441
SMOTE,0.0,KNN,0.93,0.038,0.2,0.061,0.065,0.569,0.33,0.567
SMOTE,0.0,LR,0.813,0.026,0.4,0.182,0.049,0.609,0.537,0.443
SMOTE,0.0,DT,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
SMOTE,0.0,RF,0.973,0.125,0.2,0.017,0.154,0.591,0.332,0.566
SMOTE,0.0,LightGBM,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
SMOTE,0.0,Adaboost,0.947,0.095,0.4,0.047,0.154,0.677,0.564,0.426
SMOTE,0.0,GBDT,0.976,0.143,0.2,0.015,0.167,0.593,0.333,0.566
ADASYN,0.01,SVM,0.813,0.026,0.4,0.182,0.049,0.609,0.537,0.443
ADASYN,0.01,KNN,0.925,0.067,0.4,0.069,0.114,0.666,0.56,0.427
ADASYN,0.01,LR,0.811,0.026,0.4,0.184,0.049,0.608,0.537,0.444
ADASYN,0.01,DT,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
ADASYN,0.01,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
ADASYN,0.01,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
ADASYN,0.01,Adaboost,0.956,0.067,0.2,0.034,0.1,0.583,0.331,0.566
ADASYN,0.01,GBDT,0.973,0.125,0.2,0.017,0.154,0.591,0.332,0.566
BorderlineSMOTE,0.01,SVM,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
BorderlineSMOTE,0.01,KNN,0.971,0.111,0.2,0.02,0.143,0.59,0.332,0.566
BorderlineSMOTE,0.01,LR,0.925,0.0,0.0,0.064,0.0,0.468,0.0,0.709
BorderlineSMOTE,0.01,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
BorderlineSMOTE,0.01,RF,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
BorderlineSMOTE,0.01,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
BorderlineSMOTE,0.01,Adaboost,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
BorderlineSMOTE,0.01,GBDT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SVMSMOTE,0.02,SVM,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
SVMSMOTE,0.02,KNN,0.971,0.111,0.2,0.02,0.143,0.59,0.332,0.566
SVMSMOTE,0.02,LR,0.934,0.0,0.0,0.054,0.0,0.473,0.0,0.708
SVMSMOTE,0.02,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SVMSMOTE,0.02,RF,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SVMSMOTE,0.02,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SVMSMOTE,0.02,Adaboost,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
SVMSMOTE,0.02,GBDT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTUNED,17.88,SVM,0.769,0.031,0.6,0.229,0.059,0.686,0.675,0.326
SMOTUNED,18.53,KNN,0.801,0.025,0.4,0.194,0.047,0.603,0.535,0.446
SMOTUNED,29.2,LR,0.823,0.041,0.6,0.174,0.076,0.713,0.695,0.309
SMOTUNED,8.66,DT,0.833,0.029,0.4,0.162,0.055,0.619,0.541,0.439
SMOTUNED,157.71,RF,0.847,0.017,0.2,0.145,0.031,0.528,0.324,0.575
SMOTUNED,43.99,LightGBM,0.881,0.022,0.2,0.111,0.039,0.545,0.327,0.571
SMOTUNED,127.08,Adaboost,0.869,0.055,0.6,0.128,0.1,0.736,0.711,0.297
SMOTUNED,131.9,GBDT,0.791,0.024,0.4,0.204,0.044,0.598,0.532,0.448
DAZZLE,849.6970200538635,SVM,0.968,0.1,0.2,0.022,0.133,0.589,0.332,0.566
DAZZLE,849.6970200538635,KNN,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
DAZZLE,849.6970200538635,LR,0.917,0.032,0.2,0.074,0.056,0.563,0.329,0.568
DAZZLE,849.6970200538635,DT,0.973,0.2,0.4,0.02,0.267,0.69,0.568,0.424
DAZZLE,849.6970200538635,RF,0.985,0.333,0.2,0.005,0.25,0.598,0.333,0.566
DAZZLE,849.6970200538635,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
DAZZLE,849.6970200538635,Adaboost,0.973,0.125,0.2,0.017,0.154,0.591,0.332,0.566
DAZZLE,849.6970200538635,GBDT,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
WGAN,3.22,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.22,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.22,LR,0.022,0.012,1.0,0.99,0.024,0.505,0.019,0.7
WGAN,3.22,DT,0.913,0.0,0.0,0.076,0.0,0.462,0.0,0.709
WGAN,3.22,RF,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
WGAN,3.22,LightGBM,0.845,0.0,0.0,0.145,0.0,0.428,0.0,0.714
WGAN,3.22,Adaboost,0.592,0.006,0.2,0.403,0.012,0.399,0.3,0.633
WGAN,3.22,GBDT,0.777,0.011,0.2,0.216,0.021,0.492,0.319,0.586
RP,0.30753016471862793,SVM,0.862,0.036,0.4,0.133,0.066,0.634,0.547,0.435
RP,0.30753016471862793,KNN,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
RP,0.30753016471862793,LR,0.823,0.028,0.4,0.172,0.052,0.614,0.539,0.441
RP,0.30753016471862793,DT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
RP,0.30753016471862793,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
RP,0.30753016471862793,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
RP,0.30753016471862793,Adaboost,0.959,0.071,0.2,0.032,0.105,0.584,0.332,0.566
