oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
No,0,Adaboost,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
No,0,GBDT,0.308,0.014,0.8,0.698,0.027,0.551,0.439,0.513
Random,0.0,SVM,0.879,0.021,0.2,0.113,0.038,0.543,0.326,0.571
Random,0.0,KNN,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
Random,0.0,LR,0.862,0.036,0.4,0.133,0.066,0.634,0.547,0.435
Random,0.0,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.0,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.0,Adaboost,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
Random,0.0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.0,SVM,0.847,0.0,0.0,0.143,0.0,0.429,0.0,0.714
SMOTE,0.0,KNN,0.91,0.029,0.2,0.081,0.051,0.559,0.329,0.569
SMOTE,0.0,LR,0.847,0.047,0.6,0.15,0.087,0.725,0.703,0.302
SMOTE,0.0,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.0,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.0,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
SMOTE,0.0,Adaboost,0.92,0.0,0.0,0.069,0.0,0.466,0.0,0.709
