oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,GBDT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.0,SVM,0.743,0.01,0.2,0.251,0.019,0.475,0.316,0.593
Random,0.0,KNN,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
Random,0.0,LR,0.765,0.021,0.4,0.231,0.04,0.585,0.526,0.455
Random,0.0,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.0,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,Adaboost,0.947,0.053,0.2,0.044,0.083,0.578,0.331,0.567
Random,0.0,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.0,SVM,0.801,0.013,0.2,0.192,0.024,0.504,0.321,0.582
SMOTE,0.0,KNN,0.908,0.0,0.0,0.081,0.0,0.459,0.0,0.709
SMOTE,0.0,LR,0.767,0.021,0.4,0.229,0.04,0.586,0.527,0.454
SMOTE,0.0,DT,0.959,0.071,0.2,0.032,0.105,0.584,0.332,0.566
SMOTE,0.0,RF,0.976,0.143,0.2,0.015,0.167,0.593,0.333,0.566
SMOTE,0.0,LightGBM,0.976,0.143,0.2,0.015,0.167,0.593,0.333,0.566
SMOTE,0.0,Adaboost,0.951,0.059,0.2,0.039,0.091,0.58,0.331,0.566
