oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,LR,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,DT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,GBDT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.0,SVM,0.871,0.02,0.2,0.12,0.036,0.54,0.326,0.572
Random,0.0,KNN,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
Random,0.0,LR,0.799,0.036,0.6,0.199,0.067,0.7,0.686,0.316
Random,0.0,DT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,Adaboost,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
Random,0.0,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.0,SVM,0.833,0.029,0.4,0.162,0.055,0.619,0.541,0.439
SMOTE,0.0,KNN,0.92,0.0,0.0,0.069,0.0,0.466,0.0,0.709
SMOTE,0.0,LR,0.791,0.024,0.4,0.204,0.044,0.598,0.532,0.448
SMOTE,0.0,DT,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
SMOTE,0.0,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.0,LightGBM,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.0,Adaboost,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
SMOTE,0.0,GBDT,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
ADASYN,0.01,SVM,0.85,0.033,0.4,0.145,0.061,0.628,0.545,0.436
ADASYN,0.01,KNN,0.917,0.0,0.0,0.071,0.0,0.464,0.0,0.709
ADASYN,0.01,LR,0.799,0.024,0.4,0.197,0.046,0.602,0.534,0.446
ADASYN,0.01,DT,0.964,0.083,0.2,0.027,0.118,0.586,0.332,0.566
ADASYN,0.01,RF,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
ADASYN,0.01,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
ADASYN,0.01,Adaboost,0.944,0.0,0.0,0.044,0.0,0.478,0.0,0.708
ADASYN,0.01,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
BorderlineSMOTE,0.01,SVM,0.932,0.0,0.0,0.057,0.0,0.472,0.0,0.708
BorderlineSMOTE,0.01,KNN,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
BorderlineSMOTE,0.01,LR,0.91,0.056,0.4,0.084,0.098,0.658,0.557,0.428
BorderlineSMOTE,0.01,DT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
BorderlineSMOTE,0.01,RF,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
BorderlineSMOTE,0.01,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
BorderlineSMOTE,0.01,Adaboost,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
BorderlineSMOTE,0.01,GBDT,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
SVMSMOTE,0.02,SVM,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
SVMSMOTE,0.02,KNN,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
SVMSMOTE,0.02,LR,0.925,0.036,0.2,0.066,0.061,0.567,0.329,0.568
SVMSMOTE,0.02,DT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
SVMSMOTE,0.02,RF,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SVMSMOTE,0.02,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SVMSMOTE,0.02,Adaboost,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
SVMSMOTE,0.02,GBDT,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
SMOTUNED,16.51,SVM,0.835,0.03,0.4,0.16,0.056,0.62,0.542,0.439
SMOTUNED,17.66,KNN,0.786,0.023,0.4,0.209,0.043,0.596,0.531,0.449
SMOTUNED,31.54,LR,0.83,0.042,0.6,0.167,0.079,0.716,0.698,0.307
SMOTUNED,8.8,DT,0.85,0.017,0.2,0.143,0.031,0.529,0.324,0.575
SMOTUNED,156.68,RF,0.833,0.0,0.0,0.157,0.0,0.421,0.0,0.716
SMOTUNED,38.88,LightGBM,0.852,0.048,0.6,0.145,0.09,0.728,0.705,0.301
SMOTUNED,126.82,Adaboost,0.867,0.019,0.2,0.125,0.035,0.537,0.326,0.573
SMOTUNED,125.02,GBDT,0.857,0.034,0.4,0.138,0.063,0.631,0.547,0.435
DAZZLE,473.5102906227112,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,DT,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
DAZZLE,473.5102906227112,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,473.5102906227112,GBDT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
WGAN,3.03,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.03,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.03,LR,0.039,0.012,1.0,0.973,0.025,0.514,0.053,0.688
WGAN,3.03,DT,0.578,0.012,0.4,0.42,0.022,0.49,0.473,0.518
WGAN,3.03,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.03,LightGBM,0.937,0.0,0.0,0.052,0.0,0.474,0.0,0.708
WGAN,3.03,Adaboost,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
WGAN,3.03,GBDT,0.862,0.0,0.0,0.128,0.0,0.436,0.0,0.713
RP,0.3125302791595459,SVM,0.867,0.0,0.0,0.123,0.0,0.439,0.0,0.712
RP,0.3125302791595459,KNN,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
RP,0.3125302791595459,LR,0.786,0.034,0.6,0.211,0.064,0.694,0.682,0.32
RP,0.3125302791595459,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
RP,0.3125302791595459,RF,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
RP,0.3125302791595459,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.3125302791595459,Adaboost,0.959,0.071,0.2,0.032,0.105,0.584,0.332,0.566
